,AF,CF,MF,ctrl,max_s
134,False,False,False,False,-0.0173978392317704
135,False,False,False,False,0.1152695043919326
136,False,False,False,False,0.3278597436751549
137,True,False,False,False,0.7170692638439559
138,False,False,False,False,0.061468871678349
139,True,True,True,False,1.1717280427818522
140,False,False,False,False,0.0864837585920822
141,False,False,False,False,0.0975322742554852
142,False,False,False,False,0.0059894884263287
143,False,False,False,False,0.0117229651436291
144,False,False,False,False,0.0229278458138708
145,False,True,False,False,0.3492425152843569
146,False,False,False,False,0.1161514182499782
147,True,True,False,False,0.5967743160732263
148,True,True,True,False,1.5092054963801962
149,True,True,True,False,1.901924169149406
150,False,False,False,False,0.099024395576452
151,False,True,False,False,0.4072517170879691
152,True,True,True,False,1.5966229207155451
153,True,True,False,False,1.3646171517251098
154,True,True,False,False,1.4519530120416264
155,False,False,False,False,0.0251226819931383
156,True,True,True,False,1.89981760515925
157,True,True,True,False,1.8291238386010733
158,True,True,True,False,0.8759268257807633
159,False,False,False,False,0.0606983198398014
160,True,True,False,False,0.8358659310946254
161,False,True,False,False,0.4222882066979861
162,False,False,False,False,0.2475283856436963
163,False,False,False,False,-0.0070993952092395
164,False,False,False,False,0.0128343972706915
165,False,True,False,False,0.7407568976140315
166,False,False,False,False,0.0118919467806988
167,False,True,False,False,0.465023968685842
168,True,True,False,False,0.849336816190969
169,True,True,True,False,1.256476713171115
170,False,False,False,False,0.2769002837946144
171,False,False,False,False,0.2076151809723962
172,False,True,False,False,0.3858802852172237
173,False,False,False,False,-0.0287558366529845
174,True,True,True,False,1.763024899257822
175,False,True,False,False,0.397236355320531
176,True,True,True,False,0.9952648962575548
177,True,True,True,False,1.8344205987804127
178,False,True,False,False,1.208349619560277
179,False,False,True,False,0.8672033270828543
180,True,True,True,False,1.731779755338761
181,False,True,True,False,0.6798693685908912
182,True,True,True,False,1.2248373251559292
183,False,True,False,False,0.6914977829750197
184,True,True,True,False,1.2419174289145791
185,False,False,False,False,0.0306638821663077
186,False,False,False,False,0.1330928033804462
187,False,False,False,False,0.3823214517638935
188,False,True,False,False,1.2052359243817894
189,False,False,False,False,0.0401191211300804
190,False,True,True,False,0.8817409727292511
191,False,True,True,False,0.7653488394469365
192,False,False,False,False,0.018351432372229
193,False,False,False,False,0.0030382241071661
194,False,True,True,False,0.5600938155126276
195,False,False,False,False,0.0061337676334292
